accX,accY,accZ,Behavior
-0.0625,-0.4845,0.8284,l
-0.0782,-0.4533,0.8753,l
-0.0782,-0.4845,0.8597,l
-0.125,-0.4376,0.9065,l
-0.1563,-0.422,0.8284,l
-0.1563,-0.4845,0.8284,l
-0.1563,-0.5158,0.8753,l
-0.2188,-0.5158,0.8597,l
-0.2032,-0.5002,0.8284,l
-0.2501,-0.5002,0.8284,l
-0.1751,-0.5002,0.8734,l
-0.2151,-0.4858,0.8465,l
-0.2051,-0.512,0.8165,l
-0.1769,-0.5027,0.7865,l
-0.1844,-0.5127,0.8065,l
-0.1876,-0.5633,0.789,l
0.0625,-0.5002,0.8284,l
0.1075,-0.4852,0.8434,l
0.095,-0.4989,0.8153,l
1.4004,-1.5455,1.3904,l
0.2657,-0.7034,0.8915,l
-0.0219,-0.5033,0.8565,l
0.0638,-0.4764,0.8515,l
0.0825,-0.5027,0.8328,l
0.0888,-0.5477,0.8178,l
0.0838,-0.5327,0.8328,l
0.0782,-0.5345,0.7878,l
0.0869,-0.5383,0.9866,l
0.0531,-0.4827,0.9934,l
0.0231,-0.4977,0.8059,l
0.0656,-0.5489,0.7953,l
0.1157,-0.5377,0.794,l
0.1363,-0.5302,0.7884,l
0.1413,-0.5052,0.8234,l
0.105,-0.5202,0.8215,l
0.09,-0.5539,0.8403,l
0.0813,-0.6033,0.8284,l
0.0863,-0.5133,0.8284,l
0.045,-0.5152,0.8246,l
0.0313,-0.6202,0.8009,l
0.0313,-0.5627,0.844,l
0.0625,-0.6565,0.9065,l
0.0469,-0.422,0.8753,l
0.0625,-0.4376,0.8909,l
0.0625,-0.4845,0.8909,l
0.0625,-0.4533,0.8753,l
0.1094,-0.4845,0.8597,l
0.1094,-0.4689,0.844,l
-0.0469,-0.5158,0.8284,l
-0.0156,-0.5158,0.8284,l
0.0625,-0.4845,0.7971,l
0.1407,-0.4689,0.8909,l
0.125,-0.4845,0.8128,l
0.0938,-0.5314,0.8128,l
0.1094,-0.5314,0.844,l
0.1407,-0.5158,0.8128,l
0.1407,-0.5314,0.8128,l
0.1094,-0.5314,0.8284,l
0.125,-0.5471,0.7971,l
0.0782,-0.5627,0.8128,l
0.1094,-0.5471,0.844,l
0.0782,-0.5158,0.8128,l
0.0469,-0.5314,0.8284,l
0.0469,-0.5471,0.8284,l
0.0469,-0.5314,0.8284,l
0.0625,-0.5158,0.8597,l
0.0313,-0.5002,0.8284,l
0.0013,-0.5452,0.8734,l
0,-0.5327,0.789,l
0.0275,-0.5452,0.8365,l
0.005,-0.4945,0.8834,l
-0.0875,-0.6971,0.9409,l
0.0213,-0.5602,0.8584,l
0.085,-0.5452,0.8396,l
0.0832,-0.5308,0.8228,l
0.0681,-0.5158,0.8228,l
0.0813,-0.5158,0.819,l
0.0938,-0.507,0.8128,l
0.1019,-0.5164,0.8453,l
0.1094,-0.5239,0.8303,l
0.1232,-0.5295,0.8021,l
0.1219,-0.5283,0.8221,l
0.105,-0.4945,0.8184,l
0.13,-0.4995,0.8284,l
0.1319,-0.5402,0.824,l
0.1132,-0.5664,0.8053,l
0.1219,-0.5814,0.7909,l
0.1119,-0.5889,0.8234,l
0.125,-0.5646,0.799,l
0.12,-0.5796,0.8103,l
0.0625,-0.5939,0.7815,l
0.0469,-0.5627,0.7815,l
0.0019,-0.5477,0.7665,l
0,-0.6046,0.7802,l
0,-0.6371,0.7953,l
-0.0131,-0.6014,0.784,l
0.297,-0.3751,0.8597,s
0.2657,-0.3439,0.8753,s
0.297,-0.3751,0.8597,s
0.2813,-0.3439,0.8753,s
0.2813,-0.3595,0.8753,s
0.2501,-0.3439,0.8753,s
0.2657,-0.3595,0.8753,s
0.2813,-0.3595,0.8753,s
0.2663,-0.3595,0.8603,s
0.2801,-0.3595,0.8884,s
0.2813,-0.3457,0.8909,s
0.2682,-0.357,0.8909,s
0.2657,-0.3345,0.8784,s
0.2538,-0.352,0.8634,s
0.2726,-0.3595,0.8709,s
0.2707,-0.3595,0.8753,s
0.2757,-0.3495,0.8653,s
0.2813,-0.3532,0.869,s
0.2726,-0.3682,0.8665,s
0.2738,-0.367,0.8759,s
0.2738,-0.3595,0.8834,s
0.2657,-0.3595,0.8822,s
0.272,-0.3595,0.8784,s
0.2813,-0.3595,0.8597,s
0.2763,-0.3595,0.8697,s
0.2701,-0.3595,0.8909,s
0.2813,-0.3632,0.8834,s
0.2813,-0.3689,0.8659,s
0.2788,-0.3464,0.8884,s
0.2676,-0.3576,0.8734,s
0.2813,-0.3451,0.8609,s
0.2813,-0.3595,0.8753,s
0.2657,-0.3595,0.8753,s
0.2657,-0.3595,0.8753,s
0.2657,-0.3451,0.8897,s
0.2657,-0.3576,0.8909,s
0.2657,-0.3595,0.8778,s
0.2657,-0.3595,0.8878,s
0.2776,-0.3476,0.8553,s
0.2813,-0.3551,0.8778,s
0.2813,-0.3701,0.8803,s
0.2813,-0.3651,0.8653,s
0.272,-0.3595,0.869,s
0.2745,-0.3682,0.8753,s
0.2651,-0.367,0.8753,s
0.2576,-0.352,0.8753,s
0.2726,-0.337,0.8684,s
0.2751,-0.3407,0.8597,s
0.2713,-0.3595,0.8653,s
0.2763,-0.3595,0.8753,s
0.2657,-0.3551,0.8709,s
0.2695,-0.3439,0.8634,s
0.2813,-0.347,0.8753,s
0.2788,-0.362,0.8778,s
0.2657,-0.3714,0.889,s
0.267,-0.3451,0.8753,s
0.2813,-0.3595,0.8753,s
0.2657,-0.3751,0.8753,s
0.2501,-0.3595,0.8909,s
0.2813,-0.3439,0.8597,s
-0.1719,-0.2094,0.9409,s
-0.1719,-0.2119,0.9397,s
-0.1638,-0.2269,0.9534,s
-0.1638,-0.2269,0.9534,s
-0.1719,-0.2119,0.9534,s
-0.1719,-0.2094,0.9534,s
-0.1776,-0.2188,0.9534,s
-0.1776,-0.2188,0.9484,s
-0.1607,-0.2188,0.9422,s
-0.1682,-0.2188,0.9534,s
-0.1594,-0.2188,0.9503,s
-0.1719,-0.2163,0.9428,s
-0.1719,-0.2069,0.9672,s
-0.1719,-0.2319,0.9534,s
-0.1719,-0.2032,0.9534,s
-0.1719,-0.2188,0.9691,s
-0.1719,-0.2188,0.9534,s
-0.1719,-0.2188,0.9534,s
-0.1719,-0.2345,0.9847,s
-0.1563,-0.2188,0.9691,s
-0.1719,-0.2345,0.9534,s
-0.1719,-0.2345,0.9691,s
-0.1876,-0.2345,0.9534,s
-0.1563,-0.2345,0.9378,s
-0.1719,-0.2345,0.9534,s
-0.1563,-0.2188,0.9691,s
-0.1876,-0.2345,0.9378,s
-0.1719,-0.2188,0.9691,s
-0.1563,-0.2345,0.9534,s
-0.1719,-0.2188,0.9691,s
-0.1719,-0.2188,0.9691,s
-0.1719,-0.2188,0.9534,s
-0.1876,-0.2345,0.9691,s
-0.1719,-0.2345,0.9534,s
-0.1563,-0.2188,0.9534,s
-0.1876,-0.2188,0.9378,s
-0.1876,-0.2032,0.9534,s
-0.1719,-0.2188,0.9534,s
-0.1563,-0.2345,0.9534,s
-0.1719,-0.2345,0.9534,s
-0.1876,-0.2188,0.9534,s
-0.1726,-0.2038,0.9534,s
-0.1719,-0.2032,0.9534,s
-0.1719,-0.2169,0.9534,s
-0.1719,-0.2319,0.9666,s
-0.1844,-0.2094,0.9566,s
-0.1994,-0.2032,0.9653,s
-0.1807,-0.2257,0.9466,s
-0.1826,-0.2238,0.9591,s
-0.1776,-0.2288,0.9591,s
-0.1719,-0.2251,0.9534,s
-0.1719,-0.2188,0.9534,s
-0.1801,-0.2188,0.9534,s
-0.1801,-0.2188,0.9534,s
-0.1857,-0.2257,0.9534,s
-0.1907,-0.2345,0.9534,s
-0.1719,-0.2288,0.9591,s
-0.1719,-0.2238,0.9641,s
-0.1763,-0.2388,0.9534,s
-0.1838,-0.2426,0.9497,s
-0.1751,-0.2188,0.9409,s
-0.1851,-0.2213,0.9559,s
-0.1738,-0.2326,0.9672,s
-0.1876,-0.2188,0.9547,s
-0.1876,-0.2188,0.9691,s
-0.1876,-0.2345,0.9534,s
-0.1876,-0.2345,0.9534,s
-0.1876,-0.2345,0.9534,s
-0.1876,-0.2207,0.9672,s
-0.1744,-0.2451,0.9559,s
-0.1844,-0.2376,0.9534,s
-0.1876,-0.2226,0.9653,s
-0.1763,-0.2188,0.9578,s
-0.1719,-0.2401,0.9534,s
-0.1819,-0.2301,0.9534,s
-0.1782,-0.2094,0.9628,s
-0.1719,-0.2119,0.9691,s
-0.1719,-0.2188,0.9691,s
-0.1719,-0.2188,0.9616,s
-0.1788,-0.2257,0.9466,s
-0.1813,-0.2282,0.9441,s
-0.1832,-0.2188,0.9534,s
-0.1982,-0.2188,0.9534,s
-0.1832,-0.2188,0.9491,s
-0.1757,-0.2226,0.9378,s
-0.1876,-0.2313,0.9441,s
-0.1876,-0.2188,0.9666,s
-0.1876,-0.2188,0.9534,s
-0.1876,-0.2213,0.9534,s
-0.1876,-0.2501,0.9534,s
-0.1876,-0.2188,0.9378,s
-0.1719,-0.2345,0.9534,s
-0.1876,-0.2345,0.9691,s
-0.1876,-0.2188,0.9534,s
-0.1719,-0.2188,0.9378,s
-0.1876,-0.2345,0.9534,s
-0.1719,-0.2188,0.9534,s
-0.1876,-0.2188,0.9534,s
-0.1719,-0.2345,0.9534,s
-0.1876,-0.2188,0.9534,s
-0.1563,-0.2188,0.9534,s
-0.1876,-0.2345,0.9691,s
-0.1719,-0.2345,0.9534,s
-0.1876,-0.2345,0.9378,s
-0.1719,-0.2188,0.9534,s
-0.1719,-0.2345,0.9534,s
-0.1719,-0.2501,0.9534,s
-0.1876,-0.2345,0.9534,s
-0.2032,-0.2345,0.9534,s
-0.1719,-0.2345,0.9534,s
-0.1719,-0.2188,0.9691,s
-0.1719,-0.2188,0.9378,s
-0.1876,-0.2345,0.9534,s
-0.2032,-0.2345,0.9378,s
-0.1719,-0.2345,0.9847,s
-0.1719,-0.2345,0.9534,s
-0.1869,-0.2495,0.9534,s
-0.1876,-0.2213,0.9391,s
-0.1876,-0.2326,0.9653,s
-0.1613,-0.2345,0.9559,s
-0.1813,-0.2219,0.9534,s
-0.1757,-0.2188,0.9534,s
-0.1719,-0.2188,0.9647,s
-0.1826,-0.2188,0.9584,s
-0.1876,-0.2288,0.9534,s
-0.1876,-0.2251,0.9534,s
-0.1788,-0.2188,0.9534,s
-0.1801,-0.2188,0.9616,s
-0.1801,-0.2188,0.9691,s
-0.1719,-0.2326,0.9553,s
-0.1719,-0.2438,0.9441,s
-0.1719,-0.2401,0.9591,s
-0.1719,-0.2501,0.9691,s
-0.1763,-0.2457,0.9691,s
-0.1876,-0.2269,0.9616,s
-0.1876,-0.2094,0.9441,s
-0.1851,-0.237,0.9666,s
-0.1719,-0.2463,0.9534,s
-0.1732,-0.2213,0.9522,s
-0.1876,-0.2501,0.9378,s
-0.1719,-0.2188,0.9534,s
-0.1719,-0.2188,0.9534,s
-0.1863,-0.2188,0.9534,s
-0.1738,-0.2326,0.9534,s
-0.1719,-0.2345,0.9534,s
-0.1594,-0.2345,0.9534,s
-0.1682,-0.2107,0.9772,s
-0.1832,-0.2032,0.9734,s
-0.1769,-0.2244,0.9584,s
-0.1719,-0.2244,0.9534,s
-0.1719,-0.2188,0.9441,s
-0.1719,-0.2276,0.9378,s
-0.1801,-0.2345,0.9541,s
-0.1876,-0.2345,0.9691,s
-0.1807,-0.2276,0.9622,s
-0.1782,-0.2251,0.9534,s
-0.1932,-0.2288,0.9534,s
-0.1932,-0.2238,0.9584,s
-0.1763,-0.2301,0.9734,s
-0.1801,-0.2226,0.9734,s
-0.1594,-0.2345,0.9409,s
-0.1744,-0.2319,0.9534,s
-0.1876,-0.2226,0.9534,s
-0.1888,-0.2463,0.9547,s
-0.2032,-0.2032,0.9691,s
-0.1876,-0.2345,0.9534,s
-0.1719,-0.2501,0.9534,s
-0.1876,-0.2188,0.9534,s
-0.1876,-0.2345,0.9691,s
-0.1876,-0.2345,0.9534,s
-0.1876,-0.2345,0.9534,s
-0.2032,-0.2345,0.9534,s
-0.1876,-0.2345,0.9691,s
-0.1876,-0.2188,0.9378,s
-0.1719,-0.2188,0.9534,s
-0.1876,-0.2345,0.9691,s
-0.2032,-0.2188,0.9534,s
-0.1876,-0.2345,0.9534,s
-0.1876,-0.2188,0.9847,s
-0.1876,-0.2345,0.9534,s
-0.1876,-0.2345,0.9534,s
-0.1719,-0.2188,0.9534,s
-0.1876,-0.2345,0.9534,s
-0.1876,-0.2188,0.9534,s
-0.1876,-0.2345,0.9534,s
-0.1876,-0.2501,0.9534,s
-0.1876,-0.2188,0.9534,s
-0.2032,-0.2345,0.9534,s
-0.1719,-0.2345,0.9691,s
-0.1876,-0.2345,0.9534,s
-0.1876,-0.2345,0.9534,s
-0.1876,-0.2495,0.9384,s
-0.1588,-0.2357,0.9522,s
-0.1976,-0.2207,0.9672,s
-0.1901,-0.2319,0.9559,s
-0.2001,-0.2219,0.9534,s
-0.1794,-0.2307,0.9534,s
-0.1832,-0.2232,0.9534,s
-0.1876,-0.2188,0.9534,s
-0.1776,-0.2288,0.9634,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9222,s
-0.0156,-0.2032,0.9222,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9222,s
0,-0.1876,0.9378,s
-0.0006,-0.2026,0.9528,s
-0.0144,-0.1876,0.9391,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1832,0.9534,s
0,-0.1719,0.9484,s
0,-0.1776,0.9434,s
-0.0063,-0.1876,0.9472,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0075,-0.1876,0.9378,s
-0.0088,-0.1876,0.9378,s
-0.0063,-0.1876,0.9472,s
0,-0.1876,0.9534,s
0,-0.1876,0.9428,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9509,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9378,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1719,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9534,s
0,-0.1719,0.9378,s
0,-0.1719,0.9378,s
0,-0.1719,0.9378,s
-0.0156,-0.1719,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
-0.0156,-0.1882,0.9378,s
-0.0156,-0.2032,0.9378,s
-0.0156,-0.2032,0.9359,s
-0.0156,-0.2007,0.9247,s
-0.0156,-0.1876,0.9378,s
-0.0119,-0.1876,0.9378,s
0,-0.1876,0.9422,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9472,s
-0.0069,-0.1876,0.9447,s
-0.0156,-0.1876,0.9459,s
-0.0075,-0.1876,0.9378,s
0,-0.1876,0.9378,s
-0.0094,-0.1876,0.9472,s
-0.0056,-0.1976,0.9534,s
0,-0.1926,0.9534,s
-0.0113,-0.1876,0.9422,s
-0.0156,-0.1876,0.9497,s
-0.0031,-0.1876,0.9534,s
0,-0.1876,0.9534,s
-0.0138,-0.1876,0.9534,s
-0.0156,-0.1876,0.9391,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9534,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9534,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1719,0.9534,s
0,-0.1876,0.9378,s
0,-0.1719,0.9534,s
0,-0.1876,0.9534,s
0,-0.1719,0.9534,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.2032,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0.0156,-0.1719,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1719,0.9534,s
0,-0.1876,0.9534,s
-0.0156,-0.2032,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9222,s
0,-0.1876,0.9222,s
0,-0.1876,0.9222,s
-0.0156,-0.1876,0.9222,s
0,-0.2032,0.9222,s
-0.0156,-0.1876,0.9222,s
-0.0156,-0.2032,0.9222,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1719,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1719,0.9222,s
-0.0156,-0.1719,0.9222,s
0,-0.1876,0.9222,s
0,-0.1876,0.9222,s
-0.0156,-0.1876,0.9222,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9528,s
0,-0.1876,0.9391,s
-0.0019,-0.1894,0.9534,s
-0.0131,-0.2007,0.9534,s
-0.0031,-0.1876,0.9503,s
-0.0119,-0.1876,0.9416,s
0,-0.1876,0.9491,s
0.005,-0.1876,0.9378,s
0.01,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1944,0.9378,s
0,-0.1957,0.9378,s
-0.0081,-0.1957,0.9378,s
-0.0156,-0.2032,0.9378,s
-0.0156,-0.2032,0.9378,s
-0.0056,-0.2032,0.9478,s
0,-0.1926,0.9534,s
0,-0.1988,0.9422,s
0,-0.2032,0.9497,s
0,-0.1907,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9391,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9534,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9378,s
0,-0.1719,0.9378,s
-0.0156,-0.1876,0.9378,s
0,-0.2032,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1857,0.9534,s
-0.0156,-0.1744,0.9534,s
-0.0125,-0.1876,0.9503,s
0,-0.1876,0.9378,s
0,-0.1832,0.9378,s
0,-0.1719,0.9378,s
0,-0.1719,0.9434,s
0,-0.1782,0.9534,s
0,-0.1876,0.9534,s
0,-0.1951,0.9534,s
0,-0.2032,0.9534,s
-0.0088,-0.2032,0.9447,s
-0.0156,-0.1938,0.9472,s
-0.0056,-0.1976,0.9434,s
-0.0106,-0.1926,0.9484,s
-0.0156,-0.1988,0.9534,s
-0.0156,-0.2032,0.9416,s
-0.0156,-0.2032,0.9378,s
-0.0025,-0.1901,0.9509,s
0,-0.1876,0.9534,s
-0.0144,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0.0156,-0.1719,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
0,-0.2032,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1719,0.9378,s
-0.0156,-0.1719,0.9534,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9359,s
-0.0156,-0.1876,0.9247,s
-0.0125,-0.1876,0.9378,s
-0.0038,-0.1876,0.9378,s
-0.0113,-0.1876,0.9378,s
0,-0.1876,0.9378,s
-0.0056,-0.1876,0.9322,s
-0.0156,-0.1876,0.9284,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1788,0.9378,s
-0.0063,-0.1813,0.9284,s
0,-0.1876,0.9222,s
0,-0.1876,0.9222,s
0,-0.1876,0.9222,s
-0.0119,-0.1876,0.934,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0013,-0.1876,0.9378,s
0,-0.1719,0.9222,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9534,s
0,-0.1719,0.9378,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9534,s
0,-0.1719,0.9378,s
0,-0.1719,0.9378,s
0,-0.1719,0.9378,s
0,-0.1719,0.9534,s
0,-0.1719,0.9378,s
0,-0.1876,0.9534,s
0,-0.1876,0.9378,s
-0.0156,-0.1719,0.9378,s
0,-0.1719,0.9378,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.2032,0.9534,s
-0.0156,-0.2032,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1719,0.9378,s
0,-0.1719,0.9534,s
0,-0.1719,0.9534,s
0,-0.1719,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1813,0.9534,s
0,-0.1876,0.9528,s
-0.0106,-0.1876,0.9378,s
0,-0.1826,0.9534,s
0,-0.1869,0.9384,s
-0.0063,-0.1876,0.9378,s
-0.0038,-0.1876,0.9378,s
-0.0019,-0.1876,0.9516,s
0,-0.1801,0.9453,s
0,-0.1876,0.9509,s
0,-0.1876,0.9503,s
-0.0088,-0.1876,0.9447,s
-0.0156,-0.1876,0.9522,s
-0.0156,-0.1876,0.9378,s
0,-0.1719,0.9378,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1719,0.9378,s
0,-0.1719,0.9534,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
0,-0.2032,0.9684,s
-0.0013,-0.2032,0.9522,s
-0.0138,-0.2013,0.9359,s
0,-0.1876,0.9247,s
-0.0031,-0.1876,0.9378,s
-0.0119,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9328,s
0,-0.1932,0.9278,s
0,-0.2032,0.9378,s
0,-0.1963,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1788,0.929,s
0,-0.1813,0.9222,s
0,-0.1876,0.9322,s
0,-0.1876,0.9272,s
0,-0.1876,0.9334,s
0,-0.1876,0.9378,s
0,-0.1751,0.9378,s
0,-0.1851,0.9378,s
0,-0.1876,0.924,s
0,-0.1876,0.9222,s
0,-0.1876,0.9378,s
-0.0156,-0.1876,0.9378,s
0,-0.2032,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9378,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9534,s
0.0156,-0.1876,0.9534,s
0,-0.1719,0.9378,s
0,-0.1876,0.9534,s
0,-0.1719,0.9534,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9378,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.2032,0.9378,s
-0.0156,-0.2032,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.0156,-0.1719,0.9378,s
-0.0156,-0.1876,0.9378,s
-0.015,-0.1876,0.9378,s
0,-0.1876,0.9391,s
0,-0.1894,0.9534,s
0,-0.2007,0.9509,s
-0.0031,-0.1876,0.9378,s
-0.0119,-0.1838,0.9378,s
0,-0.1763,0.9378,s
0,-0.1876,0.9378,s
-0.0056,-0.1876,0.9434,s
-0.0094,-0.1876,0.9534,s
0,-0.1807,0.9466,s
0,-0.1794,0.9453,s
0,-0.1794,0.9534,s
0,-0.1807,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
0,-0.1876,0.9534,s
-0.0113,-0.1876,0.9534,s
-0.0038,-0.1757,0.9534,s
-0.0125,-0.1844,0.9534,s
-0.0025,-0.1876,0.9403,s
0,-0.1876,0.9516,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
0,-0.1876,0.9534,s
-0.0156,-0.1719,0.9378,s
0,-0.1876,0.9534,s
-0.0156,-0.1876,0.9534,s
