accX,accY,accZ,Behavior
-0.1119,0.2319,0.9222,s
-0.125,0.2219,0.9222,s
-0.125,0.2345,0.9222,s
-0.125,0.2301,0.9222,s
-0.125,0.2238,0.9222,s
-0.1307,0.2345,0.9222,s
-0.1344,0.2282,0.9222,s
-0.125,0.2257,0.9153,s
-0.125,0.2345,0.9065,s
-0.125,0.2345,0.9147,s
-0.1163,0.2345,0.9134,s
-0.1188,0.2345,0.9065,s
-0.125,0.2244,0.9065,s
-0.125,0.2188,0.9065,s
-0.125,0.2076,0.9065,s
-0.1369,0.2151,0.9065,s
-0.1407,0.2188,0.919,s
-0.1275,0.2319,0.9222,s
-0.125,0.2345,0.9084,s
-0.125,0.2201,0.9209,s
0,0.4064,0.9222,l
-0.0313,0.3751,0.9222,l
-0.0156,0.3439,0.9691,l
-0.0306,0.3589,0.9691,l
-0.06,0.3882,0.9115,l
-0.0213,0.3908,0.9478,l
-0.0156,0.3514,0.9272,l
-0.0156,0.3689,0.9097,l
-0.0038,0.3989,0.9422,l
-0.0113,0.4064,0.9422,l
-0.005,0.3745,0.9272,l
0,0.3495,0.9122,l
0.0094,0.3814,0.9159,l
0.0069,0.3976,0.9222,l
-0.0081,0.3908,0.914,l
-0.0081,0.4283,0.9215,l
-0.0138,0.4483,0.924,l
-0.025,0.4095,0.9065,l
0.0069,0.3908,0.9178,l
0.0269,0.3807,0.9328,l
-0.1719,-0.2188,0.9847,t
-0.125,-0.1719,1.0472,t
-0.1719,-0.297,0.9534,t
-0.2032,-0.3439,0.8128,t
-0.2657,-0.2813,0.8284,t
-0.1563,-0.2032,1.0472,t
-0.4376,-0.4064,0.7502,t
-0.5471,0.8753,2.0163,t
0.2813,0.4533,1.266,t
1.1723,-0.3282,-0.6408,t
1.2191,-0.5158,-0.6721,t
1.1254,-0.1719,1.016,t
0.2188,-0.297,1.3286,t
-0.1407,-0.2188,0.7034,t
0.2657,-0.8909,0.1563,t
0.1407,-0.8284,0.3751,t
0.0938,-0.2032,0.9065,t
0.1876,-0.0938,0.9222,t
0.1719,-0.2657,0.8597,t
0.1563,-0.4533,0.9847,t
0.1094,0.3595,0.8909,s
0.1407,0.3439,0.8909,s
0.125,0.3595,0.8909,s
0.1407,0.3751,0.9065,s
0.125,0.3595,0.8753,s
0.125,0.3751,0.8909,s
0.125,0.3439,0.9065,s
0.125,0.3751,0.8909,s
0.1407,0.3595,0.9222,s
0.125,0.3595,0.8753,s
0.125,0.3751,0.8909,s
0.1094,0.3751,0.8909,s
0.1094,0.3751,0.9222,s
0.125,0.3595,0.9065,s
0.1407,0.3595,0.8753,s
0.1094,0.3595,0.8909,s
0.1094,0.3595,0.8909,s
0.125,0.3595,0.8909,s
0.1094,0.3751,0.8909,s
0.1244,0.3601,0.8759,s
-0.0938,0.3439,0.9222,l
-0.1094,0.4376,0.9378,l
-0.1094,0.4533,0.9378,l
-0.1719,0.422,0.8909,l
-0.1563,0.3751,0.8909,l
-0.125,0.3282,1.0003,l
-0.125,0.2657,0.9534,l
-0.1094,0.2813,0.9065,l
-0.125,0.3439,0.9378,l
-0.0938,0.4064,0.9222,l
-0.125,0.4533,0.8909,l
-0.1094,0.4533,0.8597,l
-0.0469,0.4845,0.9065,l
-0.0625,0.4376,0.9222,l
-0.0625,0.3908,0.9534,l
-0.0156,0.3595,0.9378,l
-0.0156,0.3126,0.9222,l
-0.0156,0.3439,0.9534,l
-0.0313,0.3282,0.9065,l
0.0313,0.3751,0.9222,l
-0.0782,-0.6252,0.7502,t
-0.0625,-0.6252,0.7346,t
-0.0469,-0.6408,0.7502,t
-0.0782,-0.6408,0.7346,t
-0.0625,-0.5939,0.719,t
-0.0782,-0.5783,0.7971,t
-0.0782,-0.6252,0.7815,t
-1.5161,0.8753,2.1257,t
-0.4845,-0.1719,0.0938,t
-0.0156,-0.0938,0.3908,t
0.1876,-0.1876,0.7502,t
0.2032,-0.5314,1.0472,t
-0.3126,-0.5471,0.6721,t
0.7971,-0.5471,1.0472,t
-0.0469,-0.1719,0.9534,t
-0.5471,-0.3595,1.0628,t
0.2813,-0.2813,1.0472,t
0.1719,-0.2188,0.7346,t
0.2032,-0.3751,0.844,t
0.2032,-0.2188,0.9534,t
0.0625,0.3451,0.9209,s
0.0625,0.3595,0.9065,s
0.0782,0.3595,0.9065,s
0.0625,0.3595,0.9222,s
0.0782,0.3595,0.8909,s
0.0625,0.3595,0.9222,s
0.0625,0.3439,0.8909,s
0.0625,0.3439,0.9222,s
0.0625,0.3595,0.9065,s
0.0625,0.3439,0.9065,s
0.0625,0.3282,0.9222,s
0.0625,0.3595,0.9222,s
0.0625,0.3282,0.9222,s
0.0625,0.3439,0.9222,s
0.0625,0.3439,0.9222,s
0.0625,0.3439,0.9222,s
0.0469,0.3282,0.9222,s
0.0313,0.3282,0.9065,s
0.0469,0.3282,0.9222,s
0.0625,0.3282,0.9065,s
-0.3439,-0.3908,0.844,l
-0.3595,-0.4064,0.7815,l
-0.3595,-0.4376,0.844,l
-0.3908,-0.422,0.7815,l
-0.3439,-0.422,0.7971,l
-0.4376,-0.4376,0.7502,l
-0.3595,-0.4376,0.7815,l
-0.3908,-0.3908,0.844,l
-0.4064,-0.4064,0.7815,l
-0.4064,-0.3908,0.8128,l
-0.4376,-0.4376,0.7659,l
-0.422,-0.4376,0.7815,l
-0.4376,-0.4064,0.7815,l
-0.422,-0.3908,0.7659,l
-0.4376,-0.4689,0.7815,l
-0.4064,-0.4533,0.7659,l
-0.3751,-0.4064,0.7815,l
-0.4376,-0.4845,0.7815,l
-0.3751,-0.4533,0.7502,l
-0.3908,-0.5158,0.7346,l
0,-0.1719,0.9534,t
0,-0.1563,0.9534,t
0,-0.1407,0.9534,t
0,-0.1563,0.9534,t
0,-0.1563,0.9534,t
0,-0.1563,0.9534,t
-0.0156,-0.1563,0.9534,t
0.1094,0.1407,1.4849,t
-0.7971,0.6565,0.8753,t
-0.1407,0.3908,0.0469,t
-0.0938,-0.1876,0.4845,t
0,0.5627,-0.0156,t
-0.2345,0.125,0.719,t
-0.125,-0.0625,0.6408,t
-0.0469,-0.1563,1.0316,t
-0.1407,-0.1876,0.9378,t
-0.1407,-0.1719,1.0003,t
-0.125,-0.1407,0.8284,t
-0.0313,-0.1407,0.9534,t
-0.0782,-0.2032,0.9691,t
-0.016,0.953,0.188,s
-0.031,0.953,0.188,s
-0.016,0.969,0.188,s
-0.016,0.969,0.188,s
-0.016,0.969,0.188,s
-0.016,0.969,0.188,s
-0.031,0.969,0.172,s
-0.016,0.969,0.172,s
-0.016,0.969,0.172,s
-0.016,0.969,0.188,s
-0.016,0.969,0.172,s
-0.016,0.969,0.172,s
-0.016,0.969,0.172,s
-0.016,0.969,0.172,s
-0.016,0.969,0.172,s
-0.016,0.969,0.172,s
-0.016,0.969,0.172,s
-0.016,0.969,0.172,s
-0.016,0.969,0.172,s
-0.016,0.969,0.172,s
0.0563,-0.4814,0.7752,l
0.0413,-0.4589,0.7771,l
0.0313,-0.4789,0.8071,l
0.0225,-0.522,0.8284,l
0.0113,-0.5521,0.8209,l
0.0375,-0.4658,0.8034,l
-0.005,-0.4683,0.8234,l
-0.0238,-0.5395,0.8009,l
0.0288,-0.482,0.8284,l
0,-0.4533,0.8284,l
-0.0156,-0.4845,0.7815,l
-0.0156,-0.4845,0.7815,l
-0.0156,-0.4845,0.7815,l
-0.0156,-0.4845,0.7815,l
-0.0156,-0.4845,0.7815,l
-0.0156,-0.4845,0.7815,l
-0.0156,-0.4845,0.7815,l
-0.0156,-0.4845,0.7815,l
-0.0156,-0.4845,0.7815,l
-0.0156,-0.4845,0.7815,l
0.0469,-0.5314,0.8128,t
0.0625,-0.5471,0.8128,t
0.0469,-0.5471,0.8128,t
0.0469,-0.5314,0.8128,t
0.0313,-0.5471,0.7971,t
0.0469,-0.5314,0.8128,t
0,-0.5314,0.7971,t
-1.4067,0.0782,0.9847,t
-0.3126,-0.1876,1.8756,t
0.5783,0.2813,2.0475,t
0.422,0.5314,0.7659,t
0.2501,0.2345,1.1254,t
0.1094,-0.0938,1.1097,t
0.1407,-0.2188,1.0941,t
0.0469,0,1.016,t
0,0.0625,0.9847,t
0.0469,0.0625,0.9534,t
-0.0469,0.0469,0.9691,t
-0.0469,0.0469,0.9378,t
-0.0469,0.0938,0.8909,t
0,0.969,0.141,s
0,0.969,0.141,s
0,0.969,0.141,s
-0.014,0.969,0.141,s
-0.016,0.969,0.126,s
-0.016,0.969,0.125,s
-0.016,0.969,0.141,s
-0.016,0.969,0.141,s
-0.016,0.969,0.141,s
-0.016,0.969,0.141,s
-0.016,0.969,0.141,s
-0.016,0.969,0.141,s
-0.016,0.969,0.141,s
-0.016,0.969,0.141,s
-0.016,0.969,0.141,s
-0.016,0.969,0.141,s
-0.016,0.969,0.141,s
-0.016,0.969,0.141,s
-0.016,0.969,0.141,s
-0.016,0.969,0.141,s
0.2501,0.2345,0.8909,l
0.2501,0.2188,0.8909,l
0.2813,0.1719,0.8909,l
0.2657,0.1563,0.8909,l
0.297,0.1563,0.8909,l
0.2657,0.1876,0.8909,l
0.297,0.1563,0.9065,l
0.2813,0.1719,0.8909,l
0.2813,0.2032,0.8909,l
0.297,0.2188,0.8753,l
0.2813,0.1876,0.8128,l
0.297,0.1876,0.8909,l
0.297,0.1719,0.8753,l
0.297,0.1563,0.9065,l
0.2813,0.1563,0.8753,l
0.2813,0.1719,0.8909,l
0.2813,0.2032,0.8909,l
0.297,0.1876,0.8909,l
0.2657,0.1563,0.8753,l
0.2657,0.1719,0.9378,l
-0.1876,0,0.9378,t
-0.1876,0.0156,0.9378,t
-0.1876,0.0156,0.9528,t
-0.1876,0.0156,0.9391,t
-0.1876,0.0156,0.9516,t
-0.1876,0.0181,0.9378,t
-0.2001,0.0281,0.9409,t
-0.1375,0.2595,1.0847,t
0.2582,1.1848,1.553,t
0.2395,1.2735,1.658,t
-0.0606,0.5014,1.5099,t
-0.1157,0.2938,1.1723,t
0.0181,0.2645,0.9941,t
0.0356,0.1057,1.0653,t
-0.1269,0.13,0.854,t
-0.1557,-0.1357,0.9422,t
-0.1032,-0.0844,0.9659,t
-0.12,-0.0519,0.9822,t
-0.1113,-0.0194,0.9847,t
-0.1094,-0.0588,0.9703,t
0,-0.0469,0.9566,s
0,-0.0469,0.9603,s
0,-0.0313,0.9691,s
0.0113,-0.0425,0.9578,s
0,-0.0469,0.9691,s
0,-0.0469,0.9691,s
0,-0.0469,0.9691,s
0,-0.0469,0.9691,s
0,-0.0469,0.9691,s
0,-0.0469,0.9691,s
0,-0.0313,0.9691,s
0,-0.0469,0.9691,s
0,-0.0313,0.9691,s
0,-0.0313,0.9691,s
0,-0.0313,0.9534,s
0,-0.0469,0.9534,s
0,-0.0469,0.9534,s
0,-0.0469,0.9534,s
0,-0.0313,0.9534,s
0,-0.0469,0.9534,s
0.0469,0.0625,0.9691,l
0.0469,0.0782,0.9847,l
0.0313,0.0625,0.9534,l
0.0156,0.125,0.9847,l
0,0.1407,0.9534,l
0,0.1563,0.9534,l
-0.0156,0.1094,0.9847,l
-0.0156,0.125,0.9534,l
-0.0156,0.1407,0.9691,l
-0.0156,0.125,0.9534,l
-0.0313,0.125,0.9534,l
-0.0469,0.1719,0.9378,l
-0.0156,0.1719,0.9691,l
-0.0469,0.1563,0.9691,l
-0.0313,0.1719,0.9691,l
-0.0313,0.1876,0.9534,l
-0.0313,0.1719,0.9378,l
-0.0625,0.1719,0.9222,l
-0.0469,0.1563,0.9691,l
-0.0469,0.1719,0.9378,l
0.1407,0.0938,0.9378,t
0.1407,0.0938,0.9378,t
0.1407,0.0938,0.9378,t
0.1407,0.0938,0.9378,t
0.1425,0.0957,0.9378,t
0.1538,0.1119,0.9353,t
0.1157,0.3126,0.9128,t
-0.1232,1.1004,0.7627,t
-0.252,0.9916,0.4633,t
0.5571,-0.0438,0.4395,t
0.2126,-0.7865,0.4158,t
-0.3126,-0.0875,1.091,t
-0.2351,0.3289,1.0797,t
-0.3601,0.2651,0.8997,t
-0.1325,0.2082,0.8915,t
0.01,0.1057,0.924,t
-0.0031,0.0969,0.9566,t
0.0456,0.1294,0.9591,t
0.0838,0.1088,0.9641,t
0.0938,0.0938,0.9578,t
0.0156,-0.0469,0.9691,s
0.0156,-0.0469,0.9534,s
0.0156,-0.0469,0.9534,s
0,-0.0469,0.9534,s
0,-0.0469,0.9534,s
0,-0.0469,0.9691,s
0,-0.0469,0.9691,s
0,-0.0313,0.9691,s
0,-0.0469,0.9534,s
0,-0.0469,0.9534,s
0,-0.0469,0.9534,s
0,-0.0469,0.9691,s
0.0156,-0.0313,0.9691,s
0.0156,-0.0469,0.9534,s
0.0156,-0.0313,0.9534,s
0.0156,-0.0313,0.9534,s
0,-0.0469,0.9691,s
0.0156,-0.0313,0.9534,s
0,-0.0469,0.9534,s
0,-0.0313,0.9691,s
-1.0503,0.247,0.0406,l
-1.026,0.2882,-0.0344,l
-1.0109,0.2982,0.0056,l
-1.031,0.2388,0.0238,l
-1.1172,0.2351,0.1063,l
-1.1691,0.2032,0.0375,l
-1.2967,0.2382,0.055,l
-1.3661,0.09,0.3345,l
-1.281,0.0713,0.257,l
-1.0941,0.1719,0.1563,l
-1.1879,0.2345,0.1407,l
-1.0472,0.2657,0.2501,l
-0.9378,0.1407,0.2345,l
-0.9378,0.1407,0.2813,l
-1.141,0.2032,0.3126,l
-1.0316,0.1094,0.3439,l
-1.0628,0.1407,0.3282,l
-0.9534,0.1094,0.1563,l
-0.8284,0.1876,0.2188,l
-0.8128,0.0625,0.1563,l
-0.0156,-0.3126,0.8909,t
-0.0156,-0.297,0.8909,t
-0.0156,-0.3126,0.9065,t
-0.0313,-0.3439,0.8909,t
-0.0625,-0.3908,0.9378,t
-0.0625,-0.422,0.9222,t
-0.0938,-0.4533,0.8909,t
-0.3439,-1.4067,0.6252,t
-0.3126,0.4376,-0.125,t
-0.1407,0.297,0.0625,t
-0.0782,0.1094,1.1254,t
0.2188,0,1.2973,t
0.0313,-0.0625,1.0316,t
0.0782,-0.0469,0.9847,t
0.1094,0,1.0003,t
0.0469,-0.0625,0.9847,t
0.0625,-0.1719,0.9065,t
0.0156,-0.1563,1.0003,t
0.0156,-0.1876,0.9222,t
-0.0156,-0.2501,0.8597,t
-0.0625,-0.1407,0.9534,s
-0.0625,-0.1407,0.9559,s
-0.0625,-0.1407,0.9659,s
-0.0588,-0.1407,0.9572,s
-0.0469,-0.1407,0.9691,s
-0.0519,-0.1407,0.9641,s
-0.0569,-0.1407,0.9534,s
-0.0469,-0.1407,0.9534,s
-0.0469,-0.1407,0.9534,s
-0.0544,-0.1407,0.9609,s
-0.0625,-0.1488,0.9609,s
-0.0625,-0.1475,0.9534,s
-0.0625,-0.15,0.9534,s
-0.0525,-0.1563,0.9434,s
-0.0575,-0.1563,0.9484,s
-0.0625,-0.145,0.9422,s
-0.0506,-0.1407,0.9378,s
-0.0594,-0.1282,0.9503,s
-0.0625,-0.125,0.9534,s
-0.0488,-0.125,0.9534,s
-0.125,-0.313,0.938,l
-0.155,-0.283,0.938,l
-0.156,-0.281,0.938,l
-0.156,-0.281,0.938,l
-0.183,-0.281,0.938,l
-0.163,-0.281,0.938,l
-0.133,-0.258,0.914,l
-0.148,-0.273,0.929,l
-0.199,-0.281,0.959,l
-0.199,-0.261,0.969,l
-0.169,-0.269,0.95,l
-0.139,-0.264,0.92,l
-0.158,-0.25,0.939,l
-0.173,-0.25,0.954,l
-0.156,-0.264,0.924,l
-0.169,-0.281,0.919,l
-0.176,-0.281,0.938,l
-0.156,-0.281,0.938,l
-0.156,-0.273,0.938,l
-0.156,-0.258,0.938,l
0.0469,-0.2813,0.9691,l
0.0625,-0.2657,0.9378,l
0.125,-0.1876,0.9847,l
0.0469,-0.1094,0.9691,l
0.0782,-0.2657,0.9534,l
0.0782,-0.1876,1.0472,l
0.0156,-0.1876,0.9378,l
0.0313,-0.2501,0.9378,l
0,-0.1563,1.0003,l
0.1094,0.0156,1.0628,l
0.0313,-0.0469,1.016,l
0.0313,-0.0156,0.9847,l
0.0313,0.1094,1.0003,l
-0.0138,0.1694,0.9703,l
-0.0013,0.1719,0.9691,l
-0.0688,0.1582,0.9966,l
-0.065,0.1826,0.9478,l
-0.0625,0.2251,0.9878,l
-0.0744,0.1751,0.9884,l
-0.0894,0.1338,0.9509,l
-0.1044,0.1676,0.9591,l
-0.0794,0.2176,0.929,l
-0.0907,0.1782,0.9628,l
-0.1182,0.1407,0.9828,l
-0.1007,0.1407,0.9691,l
-0.0631,0.2382,0.9466,l
-0.0469,0.2613,0.9153,l
-0.0531,0.125,0.9315,l
-0.0456,0.0613,0.9466,l
-0.0006,0.0363,0.9315,l
0.0138,0.0775,0.9978,l
-0.0163,0.1375,1.0128,l
0.025,0.05,0.9597,l
-0.0025,-0.07,0.9797,l
-0.0138,-0.085,0.9572,l
-0.0013,0.0988,0.9884,l
-0.0156,0.1563,1.0316,l
-0.0469,0.0625,1.0003,l
-0.0019,0.0475,0.9553,l
-0.0288,0.09,0.9822,l
0.0156,-0.2188,0.9222,l
-0.0156,-0.1407,0.9691,l
-0.0313,-0.1094,0.9847,l
-0.0782,-0.2032,0.9847,l
-0.0469,-0.1407,0.9378,l
-0.0782,-0.1563,0.9847,l
-0.0782,-0.125,0.9847,l
-0.0469,-0.0625,1.0003,l
-0.0938,-0.0313,0.9847,l
-0.0625,0.0313,0.9847,l
-0.0469,-0.0313,0.9847,l
-0.0625,0.0469,1.016,l
-0.0782,-0.0156,0.9534,l
-0.0938,0.0469,1.0316,l
-0.0938,0.0619,0.9866,l
-0.0938,0.0913,0.9559,l
-0.08,0.135,0.9947,l
-0.0782,0.1407,1.0134,l
-0.0782,0.0531,0.9784,l
-0.0782,0.0313,1.0047,l
-0.0782,0.0313,1.0047,l
-0.0569,0.0525,1.0109,l
-0.0469,0.0625,0.9859,l
-0.0563,0.0438,0.9972,l
-0.0625,0.005,0.9984,l
-0.0625,-0.0563,0.9847,l
-0.0775,-0.0713,0.9847,l
-0.08,-0.0194,0.9916,l
-0.0625,0.0219,1.0003,l
-0.0625,0.0144,1.0003,l
-0.0625,-0.0306,0.9853,l
-0.0669,-0.045,0.9622,l
-0.0706,-0.0075,0.9884,l
-0.05,-0.0406,0.9909,l
-0.0625,-0.0731,0.9584,l
-0.0588,-0.0431,0.9866,l
-0.0313,-0.0119,0.9991,l
-0.0313,0.0313,0.9847,l
-0.0313,0,0.9847,l
-0.0013,-0.03,0.9847,l
-0.0288,-0.0025,0.9991,l
-0.0038,0,1.0003,l
0.0131,0.0394,0.9609,l
0.0406,0.0344,1.016,l
0.0231,-0.0044,0.9722,l
0.0269,-0.0381,0.9759,l
0.0525,-0.015,1.0378,l
0.0525,0,0.9828,l
0.0656,0.0281,0.9753,l
0.0606,-0.1457,0.9391,l
0.0713,-0.1669,0.9234,l
0.0863,-0.0169,0.9759,l
0.0919,0.0156,0.9728,l
0.1157,-0.0094,0.9566,l
0.125,-0.0356,0.9791,l
0.13,-0.0206,0.9591,l
0.1363,-0.0225,0.9378,l
0.1363,-0.0038,0.9453,l
0.1688,-0.0188,0.9722,l
0.1588,-0.0388,0.9822,l
-0.0288,-0.0025,0.9991,l
-0.0038,0,1.0003,l
0.0131,0.0394,0.9609,l
0.0406,0.0344,1.016,l
0.0231,-0.0044,0.9722,l
0.0269,-0.0381,0.9759,l
0.0525,-0.015,1.0378,l
0.0525,0,0.9828,l
0.0656,0.0281,0.9753,l
0.0606,-0.1457,0.9391,l
0.0713,-0.1669,0.9234,l
0.0863,-0.0169,0.9759,l
0.0919,0.0156,0.9728,l
0.1157,-0.0094,0.9566,l
0.125,-0.0356,0.9791,l
0.13,-0.0206,0.9591,l
0.1363,-0.0225,0.9378,l
0.1363,-0.0038,0.9453,l
0.1688,-0.0188,0.9722,l
0.1588,-0.0388,0.9822,l
0.1757,-0.0782,0.9653,l
0.2032,-0.0656,0.9416,l
0.2032,0.0782,0.9847,l
0.2032,0.0938,0.9691,l
0.2188,0.0469,0.9847,l
0.2345,0.0782,0.9534,l
0.2501,0.0313,0.9691,l
0.2188,0.0938,0.9534,l
0.2345,0.1719,0.9534,l
0.2188,0.1719,0.9065,l
0.2032,0.1876,0.9691,l
0.2032,0.1407,0.9378,l
0.2032,0.1719,0.8909,l
0.1563,0.1876,0.9378,l
0.1563,0.1719,0.9065,l
0.1719,0.1563,0.9534,l
0.1563,0.1563,0.9847,l
0.1407,0.1407,0.9691,l
0.1407,0.1876,0.9691,l
0.0938,0.1719,0.9534,l
0.0938,0.125,0.9691,l
0.0938,0.125,0.9534,l
0.1094,0.1876,0.9691,l
0.0938,0.1876,0.9847,l
0.1094,0.1876,0.9847,l
0.1094,0.1719,1.0003,l
0.0782,0.1876,0.9378,l
0.0469,0.2032,0.9847,l
0.0469,0.1563,1.0316,l
0.0469,0.2013,1.0166,l
0.0181,0.1888,0.9728,l
0.0019,0.1463,0.9828,l
0,0.1407,0.9716,l
0,0.1657,0.9816,l
-0.0119,0.1601,0.9609,l
-0.0156,0.1563,0.9534,l
-0.0263,0.1457,0.9853,l
-0.0213,0.1407,0.9903,l
-0.0063,0.1407,0.9659,l
-0.0088,0.1144,0.9622,l
-0.0238,0.0938,0.9609,l
-0.0013,0.1088,0.9684,l
0.045,0.1182,0.9847,l
0.0563,0.1157,0.9847,l
0.0413,0.1082,0.9734,l
0.0313,0.0782,0.9584,l
0.0269,0.0694,0.9603,l
0.0194,0.0431,0.9528,l
0.0281,0.0281,0.9941,l
0.0181,0.0181,0.9716,l
0.035,0.0331,0.9847,l
0.0625,0.0394,0.9859,l
0.0625,-0.0469,1.0003,l
0.0782,-0.0625,1.016,l
0.0932,-0.0475,1.0009,l
0.0938,-0.09,0.9716,l
0.1075,-0.0663,0.9828,l
0.0832,-0.1019,0.9978,l
0.1157,-0.0719,0.9753,l
0.1132,-0.0744,0.9928,l
0.1094,-0.0669,0.9666,l
0.12,-0.0625,0.9747,l
0.145,-0.0625,0.9747,l
0.1563,-0.0438,0.9409,l
0.1651,-0.0488,0.9397,l
0.1638,-0.0463,0.9534,l
0.1863,-0.0313,0.9834,l
0.2188,-0.0244,0.9953,l
0.1938,-0.0281,0.9753,l
0.1619,-0.03,0.9734,l
0.1669,0,0.9584,l
0.1607,-0.0088,0.9691,l
0.1644,-0.0275,0.9728,l
0.1375,-0.0125,0.9878,l
0.1225,-0.0025,0.9928,l
0.1132,-0.0194,0.9591,l
0.1369,-0.0469,0.9991,l
0.0938,-0.0469,0.9847,l
0.0938,-0.0313,1.016,l
0.0782,-0.0156,0.9847,l
0.0469,0.0156,0.9847,l
0.0469,0,1.0003,l
0.0313,-0.0313,1.0003,l
0.0469,-0.0625,1.016,l
0,-0.0313,0.9847,l
-0.0156,-0.0313,0.9847,l
-0.0156,0,0.9847,l
-0.0156,-0.0782,1.0003,l
-0.0313,-0.0938,0.9847,l
-0.0469,-0.0938,0.9847,l
-0.0469,-0.1094,1.0003,l
-0.0625,-0.0938,1.0003,l
-0.0469,-0.1719,0.9847,l
-0.0625,-0.0938,1.0316,l
-0.0313,-0.0938,1.0003,l
-0.0469,-0.1719,0.9534,l
-0.0469,-0.1876,0.9847,l
-0.0469,-0.0938,0.9691,l
-0.0313,-0.125,0.9847,l
-0.0625,-0.125,0.9691,l
-0.0469,-0.0625,1.0003,l
-0.0313,-0.0938,1.0003,l
-0.0625,-0.125,0.9847,l
-0.0469,-0.1407,0.9534,l
-0.0319,-0.0957,0.9834,l
-0.0025,-0.0794,0.9847,l
-0.0138,-0.1057,1.0397,l
-0.0288,-0.0438,0.9947,l
-0.0438,-0.0688,0.9847,l
-0.0113,-0.09,0.9847,l
0,-0.1275,0.9847,l
-0.0106,-0.0982,1.0059,l
-0.0056,-0.0782,1.026,l
0,-0.0688,1.0222,l
-0.0088,-0.0538,0.9984,l
-0.0481,-0.0306,0.9847,l
-0.0782,-0.0081,0.9697,l
-0.0506,0.0069,0.9741,l
-0.0156,0.0031,0.9816,l
-0.0213,-0.0213,0.9816,l
-0.0413,-0.0263,1.0266,l
-0.0625,0.0019,1.0203,l
-0.0738,0.0394,1.0241,l
-0.1125,0.0156,0.9972,l
-0.1275,0.0231,0.9897,l
-0.1425,0.0663,1.0141,l
-0.1601,0.0963,0.9991,l
-0.2032,0.125,0.9847,l
-0.2501,0.0938,0.9691,l
-0.1901,0.0788,0.9841,l
-0.2307,0.1213,0.9416,l
-0.2345,0.1938,0.9516,l
-0.2607,0.1901,1.0059,l
-0.2657,0.125,0.9659,l
-0.2538,0.0857,0.9653,l
-0.2613,0.1007,0.9353,l
-0.2657,0.1519,0.9009,l
-0.2357,0.2119,0.9009,l
-0.1907,0.2345,0.9159,l
-0.1457,0.2695,0.9134,l
-0.0044,-0.527,0.8284,l
-0.0319,-0.5633,0.839,l
-0.0169,-0.5783,0.794,l
0,-0.5877,0.7659,l
-0.0175,-0.5852,0.7746,l
-0.015,-0.5864,0.7978,l
0.0225,-0.6315,0.7978,l
0.0331,-0.6583,0.7677,l
0.0031,-0.6221,0.7502,l
-0.01,-0.5996,0.7784,l
0.01,-0.6246,0.8284,l
0.0313,-0.6302,0.824,l
0.035,-0.5589,0.8165,l
0.05,-0.5439,0.8221,l
0.06,-0.5339,0.7921,l
0.045,-0.5452,0.7659,l
0.0325,-0.5352,0.7684,l
0.0469,-0.5783,0.7971,l
0.0782,-0.5627,0.7659,l
0.0313,-0.5314,0.8128,l
0.0469,-0.5471,0.7659,l
0.0469,-0.5627,0.8284,l
0.0782,-0.5627,0.8128,l
0.0469,-0.4376,0.844,l
0.0625,-0.5314,0.844,l
0.0938,-0.5783,0.8284,l
0.1094,-0.5939,0.8284,l
0.0938,-0.6252,0.7502,l
0,-0.6252,0.7346,l
0.0469,-0.6096,0.7971,l
0.0469,-0.5627,0.7659,l
0.0313,-0.5939,0.8128,l
0.0313,-0.5783,0.8128,l
-0.0469,-0.5314,0.8128,l
0,-0.5314,0.7815,l
-0.0469,-0.5471,0.8128,l
-0.0938,-0.5783,0.7659,l
-0.0938,-0.5783,0.8128,l
-0.0938,-0.5627,0.8909,l
-0.125,-0.5314,0.7815,l
-0.0625,-0.6252,0.8128,l
-0.1094,-0.6096,0.844,l
-0.1563,-0.5783,0.8284,l
-0.1407,-0.5314,0.8909,l
-0.1557,-0.4564,0.8009,l
-0.1707,-0.4964,0.8115,l
-0.1032,-0.4727,0.9228,l
-0.1594,-0.4952,0.8722,l
-0.1844,-0.5502,0.8847,l
-0.1876,-0.5152,0.8909,l
-0.1538,-0.5452,0.8459,l
-0.1194,-0.5202,0.8178,l
-0.1694,-0.5502,0.8328,l
-0.1657,-0.522,0.8534,l
-0.1494,-0.467,0.8421,l
-0.1563,-0.4777,0.8528,l
-0.1038,-0.5302,0.8603,l
-0.04,-0.542,0.8371,l
-0.025,-0.5095,0.8471,l
0.0013,-0.517,0.8697,l
0.0463,-0.542,0.8597,l
0.065,-0.5227,0.8421,l
0.035,-0.5039,0.8046,l
0.0438,-0.522,0.8315,l
0.0363,-0.5395,0.8365,l
0.0625,-0.502,0.799,l
0.0638,-0.5208,0.8165,l
0.0782,-0.5783,0.8597,l
0.125,-0.5314,0.8753,l
0.125,-0.5314,0.8284,l
0.1094,-0.5314,0.844,l
0.0782,-0.5158,0.7659,l
0.0625,-0.5314,0.8909,l
0.0625,-0.5002,0.844,l
0.0469,-0.4689,0.8753,l
0.0469,-0.4845,0.844,l
0.0625,-0.5314,0.8284,l
-0.0156,-0.4845,0.8909,l
-0.0156,-0.5002,0.8753,l
-0.0469,-0.4533,0.8753,l
-0.0469,-0.4845,0.8909,l
-0.0625,-0.4376,0.8597,l
-0.0625,-0.4845,0.9065,l
-0.0782,-0.5158,0.844,l
