accX,accY,accZ,behavior
0.0313,-0.1876,0.9378,s
0.0469,-0.1719,0.9534,s
0.0313,-0.1719,0.9691,s
0.0469,-0.1876,0.9534,s
0.0782,-0.1876,0.9691,s
0.0469,-0.2032,0.9534,s
0.0625,-0.1876,0.9691,s
0.0469,-0.1719,0.9534,s
0.0625,-0.1876,0.9691,s
0.0782,-0.1719,0.9534,s
0.0313,-0.1719,0.9534,s
0.0469,-0.1876,0.9534,s
0.0625,-0.1876,0.9534,s
0.0469,-0.1876,0.9691,s
0.0469,-0.1719,0.9691,s
0.0469,-0.1719,0.9534,s
0.0469,-0.1876,0.9534,s
0.0782,-0.1876,0.9534,s
0.0313,-0.1719,0.9534,s
0.0625,-0.1876,0.9378,s
0.0469,-0.1876,0.9534,s
0.0625,-0.1876,0.9691,s
0.0469,-0.1876,0.9378,s
0.0469,-0.1719,0.9534,s
0.0469,-0.1719,0.9534,s
0.0782,-0.1719,0.9534,s
0.0469,-0.1719,0.9691,s
0.0469,-0.1719,0.9378,s
0.0625,-0.1719,0.9534,s
0.0625,-0.1876,0.9534,s
0.0469,-0.1876,0.9534,s
0.0313,-0.1719,0.9534,s
0.0469,-0.1719,0.9534,s
0.0625,-0.1719,0.9534,s
0.0625,-0.1876,0.9534,s
0.0469,-0.1719,0.9534,s
0.0625,-0.1719,0.9534,s
0.0625,-0.1719,0.9534,s
0.0625,-0.1719,0.9378,s
0.0469,-0.1719,0.9691,s
0.0313,-0.1719,0.9534,s
0.0469,-0.1719,0.9378,s
0.0313,-0.1876,0.9691,s
0.0625,-0.1876,0.9534,s
0.0469,-0.1876,0.9534,s
0.0625,-0.1876,0.9691,s
0.0625,-0.1876,0.9534,s
0.0469,-0.1719,0.9534,s
0.0469,-0.1719,0.9534,s
0.0625,-0.1719,0.9534,s
0.0625,-0.1876,0.9534,s
0.0625,-0.1576,0.9534,s
0.0769,-0.1851,0.9534,s
0.0644,-0.1876,0.9534,s
0.0625,-0.1876,0.9534,s
0.05,-0.1751,0.9409,s
0.0588,-0.1838,0.9378,s
0.0625,-0.1876,0.9491,s
0.0519,-0.1769,0.9747,s
0.0569,-0.1719,0.9647,s
0.0625,-0.1813,0.9534,s
0.0538,-0.1876,0.9622,s
0.0469,-0.1876,0.9609,s
0.0544,-0.1876,0.9459,s
0.0625,-0.1876,0.9447,s
0.0625,-0.1813,0.9534,s
0.0625,-0.1776,0.9534,s
0.0675,-0.1826,0.9434,s
0.0694,-0.1763,0.9309,s
0.0506,-0.1838,0.9534,s
0.0625,-0.1719,0.9534,s
0.0625,-0.1744,0.9534,s
0.0625,-0.1876,0.9534,s
0.06,-0.1876,0.9534,s
0.0313,-0.1876,0.9534,s
0.0625,-0.1876,0.9534,s
0.0782,-0.1876,0.9534,s
0.0625,-0.2032,0.9534,s
0.0469,-0.1876,0.9378,s
0.0625,-0.1876,0.9691,s
0.0625,-0.1876,0.9534,s
0.0313,-0.1876,0.9534,s
0.0313,-0.1876,0.9534,s
0.0625,-0.1719,0.9534,s
0.0625,-0.1719,0.9691,s
0.0625,-0.2032,0.9534,s
0.0469,-0.1719,0.9691,s
0.0469,-0.2032,0.9534,s
0.0469,-0.1719,0.9691,s
0.0625,-0.1876,0.9534,s
0.0625,-0.1876,0.9534,s
0.0469,-0.1876,0.9534,s
0.0625,-0.1719,0.9534,s
0.0625,-0.1876,0.9534,s
0.0313,-0.1876,0.9534,s
0.0469,-0.1876,0.9534,s
0.1125,-0.1063,0.9566,t
0.105,-0.125,0.9491,t
0.12,-0.12,0.9691,t
0.1094,-0.1138,0.9603,t
0.1132,-0.1175,0.9416,t
0.1219,-0.0969,0.9503,t
0.1119,-0.1094,0.9403,t
0.125,-0.1094,0.9553,t
0.1238,-0.1094,0.9666,t
0.1094,-0.1094,0.9378,t
0.125,-0.0938,0.9691,t
0.1094,-0.1094,0.9378,t
0.125,-0.1094,0.9691,t
0.125,-0.0938,0.9378,t
0.1094,-0.125,0.9691,t
0.125,-0.0938,0.9691,t
0.1094,-0.0938,0.9378,t
0.1094,-0.125,0.9534,t
0.125,-0.1094,0.9378,t
0.1094,-0.0938,0.9691,t
0.1094,-0.125,0.9534,t
0.125,-0.125,0.9691,t
0.1094,-0.1094,0.9534,t
0.1094,-0.125,0.9534,t
0.1094,-0.125,0.9378,t
0.1094,-0.1094,0.9534,t
0.0938,-0.125,0.9534,t
0.1094,-0.1094,0.9534,t
0.125,-0.125,0.9378,t
0.1094,-0.1094,0.9378,t
0.125,-0.1094,0.9534,t
0.0938,-0.1407,0.9534,t
0.1094,-0.125,0.9534,t
0.0938,-0.1094,0.9534,t
0.1094,-0.125,0.9534,t
0.1094,-0.1407,0.9534,t
0.1094,-0.125,0.9534,t
0.1094,-0.1094,0.9534,t
0.1094,-0.125,0.9534,t
0.1094,-0.125,0.9534,t
0.1094,-0.125,0.9534,t
0.0938,-0.1094,0.9378,t
0.0938,-0.125,0.9691,t
0.0938,-0.125,0.9378,t
0.0938,-0.125,0.9534,t
0.1094,-0.125,0.9534,t
0.1094,-0.1094,0.9378,t
0.0938,-0.125,0.9534,t
0.1094,-0.125,0.9534,t
0.1094,-0.125,0.9378,t
0.0938,-0.125,0.9534,t
0.0938,-0.1094,0.9534,t
0.0938,-0.125,0.9691,t
0.1094,-0.1094,0.9534,t
0.1094,-0.1094,0.9691,t
0.1094,-0.125,0.9222,t
0.1719,-0.2501,1.0941,t
-1.266,1.2973,1.5943,t
0.422,1.5161,1.6412,t
-0.3126,1.0472,0.6721,t
0.1719,-0.3751,-0.4533,t
0.0819,-1.4405,0.8672,t
-0.1232,0.3845,1.5836,t
-0.2782,-0.1407,-0.0781,t
0.1363,-0.7202,-0.5227,t
0.0188,-0.5877,-0.1751,t
-0.055,-0.2226,0.4802,t
0.1063,-0.0688,0.904,t
-0.0194,0.0488,1.0641,t
0.0406,-0.2363,1.0141,t
0.2001,-0.272,0.9972,t
0.0838,-0.0056,0.9459,t
-0.0631,0.1657,0.8503,t
0.0794,0.1507,0.9478,t
0.1125,0.0044,0.9978,t
-0.0063,-0.0406,0.9065,t
0.0613,0.0456,0.9422,t
0.0263,0.0356,0.9422,t
0.02,0.0519,0.9803,t
0.0313,0.0369,0.9691,t
0.0313,0.1782,0.9722,t
0.0363,0.0907,0.9772,t
0.0625,0.1525,0.9359,t
0.0588,0.1263,0.9222,t
0.0156,0.1407,0.9222,t
0.0469,0.0938,0.9691,t
0.0625,0.125,0.9534,t
0.0938,0.1407,0.9691,t
0.0782,0.1094,0.9534,t
0.1407,0.1563,0.9534,t
0.125,0.125,0.9534,t
0.297,0.1719,0.8753,t
0.1719,0.3595,0.9222,t
0.0625,0.1094,0.9847,t
0.0938,0.1094,0.9847,t
0.0782,0.125,0.9378,t
0.1094,0.1094,0.9222,t
0.125,0.1094,1.0003,t
0.0782,0.0938,0.9534,t
0.1094,0.0938,0.9691,t
0.0938,0.0782,0.9534,t
0.0782,0.0782,0.9534,t
0.0938,0.0938,0.9534,t
0.0625,0.0782,0.9534,t
0.0469,0.0782,1.0003,t
0.0782,0.0469,0.9378,t
0.0625,0.0469,0.9534,t
0.0625,0.0469,0.9534,t
0.0782,0.0469,0.9534,t
0.0782,0.0469,0.9691,t
0.0469,0.0156,0.9534,t
0.0469,0.0456,0.9534,t
0.0469,0.0181,0.9534,t
0.0469,0.0294,0.9672,t
0.06,0.005,0.9691,t
0.05,0.0125,0.9816,t
0.0469,0.0156,0.9847,t
0.0469,0.0156,0.9734,t
0.0469,0.0263,0.9691,t
0.0469,0.0213,0.9791,t
0.0563,0.0156,0.9753,t
0.0625,0.0331,0.9691,t
0.0544,0.0469,0.9609,t
0.0469,0.0319,0.9534,t
0.0538,0.0156,0.9466,t
-0.0625,0.1876,0.9378,t
-0.0469,0.1719,0.9534,t
-0.0625,0.1876,0.9378,t
-0.0156,0.2188,0.9378,t
-0.0625,0.1719,0.9534,t
-0.0469,0.1876,1.0003,t
-0.0625,0.1563,0.9534,t
-0.0782,0.1563,0.9691,t
-0.0625,0.1563,0.9847,t
-0.0469,0.1719,0.9534,t
0,0.1563,0.9847,t
0.0156,0.125,0.9534,t
0.0156,0.125,0.9534,t
-0.0156,0.125,0.9534,t
-0.0156,0.1094,0.9691,t
-0.0469,0.1094,0.9847,t
-0.0156,0.0938,0.9534,t
-0.0156,0.1094,0.9534,t
0,0.0938,0.9534,t
0,0.125,0.9534,t
0,0.0782,0.9534,t
0,0.0782,0.9691,t
-0.0156,0.0782,0.9534,t
-0.0156,0.0782,0.9534,t
0,0.1094,0.9534,t
0.03,0.1094,0.9834,t
0.0025,0.0663,0.9703,t
-0.0138,0.0625,0.9691,t
-0.0025,0.0756,0.9559,t
0.0125,0.1032,0.9784,t
-0.0081,0.0975,0.9728,t
-0.0156,0.0938,0.9578,t
-0.0156,0.0938,0.9641,t
-0.0056,0.0938,0.9791,t
-0.0094,0.1032,0.9753,t
-0.0069,0.1094,0.9603,t
-0.0081,0.1094,0.9616,t
-0.0156,0.1094,0.9616,t
-0.0156,0.1025,0.9534,t
-0.0031,0.0938,0.9659,t
0.01,0.0994,0.9791,t
-0.01,0.1044,0.9741,t
-0.0225,0.085,0.9759,t
0,0.0663,0.9534,t
0.0031,0.0813,0.9597,t
0.0206,0.1163,0.9797,t
0.0038,0.2232,0.9553,t
-0.2851,0.1357,0.9641,t
0.0313,0.0782,0.9065,t
0.125,-0.0625,1.0003,t
0.0313,-0.0156,0.9691,t
-0.0313,-0.0469,0.9691,t
-0.0625,-0.0156,0.9534,t
-0.1094,0.0469,0.9691,t
-0.0313,0.0782,1.0003,t
0.0313,-0.1719,0.9534,t
0.0782,0.3126,0.844,t
1.2035,2.2976,2.2038,t
-1.9225,0.4533,0.5627,t
0.7034,-0.4533,0.6252,t
-1.5474,0.9847,-1.1566,t
0.0782,-0.7034,0.2657,t
0.6408,-0.0313,1.016,t
-0.4533,0.5314,0.8753,t
0.3439,-0.4064,0.1407,t
0.6096,-0.0782,0.6877,t
0.2813,0.0782,0.6252,t
0.422,-0.6096,1.0628,t
-0.1563,0.2813,0.7971,t
0.0469,0.4376,0.8753,t
0.3595,0,1.0003,t
0.2188,-0.1407,1.0316,t
0.0469,0.0625,1.141,t
-0.0938,-0.0469,1.0316,t
-0.1563,-0.0313,0.8753,t
-0.0813,0.0888,0.9953,t
-0.0063,0.065,0.9572,t
0.055,0.035,0.9809,t
0.0625,0.0181,0.9584,t
0.0625,-0.0094,0.9534,t
0.0744,0.0556,0.9891,t
0.0444,0.0669,0.9553,t
-0.0325,0.0625,0.9803,t
-0.0725,0.0725,0.9403,t
-0.0875,0.0969,0.9441,t
-0.0675,0.1007,0.9778,t
-0.0306,0.0857,0.9847,t
-0.0006,0.0706,0.9697,t
0.0088,0.0625,0.9534,t
0.0125,0.0563,0.9597,t
0.0256,0.0581,0.9691,t
0.0106,0.0731,0.9691,t
0,0.0669,0.9691,t
-0.0038,0.0744,0.9691,t
-0.0125,0.0625,0.9659,t
-0.0025,0.065,0.9584,t
-0.0156,0.0763,0.9791,t
-0.0156,0.0625,0.9391,t
-0.0156,0.0625,0.9534,t
-0.0156,0.0625,0.9691,t
0.0313,0.0782,0.9691,t
-0.0156,0.0782,0.9691,t
0,0.0625,0.9691,t
0,0.0625,0.9691,t
0,0.0625,0.9691,t
0.0156,0.0625,0.9691,t
0.0156,0.0625,0.9691,t
0,0.0625,0.9534,t
0.0156,0.0625,0.9691,t
0.0156,0.0625,0.9691,t
0.0156,0.0782,0.9847,t
0,0.0782,0.9691,t
0.0156,0.0625,0.9534,t
0,0.0625,0.9691,t
0.0156,0.0625,0.9534,t
0.0156,0.0938,0.9691,t
0,0.0625,0.9691,t
0.0156,0.0782,0.9691,t
0.0156,0.0625,0.9534,t
0,0.0938,0.9847,t
0,0.0625,0.9691,t
0.0156,0.0782,0.9847,t
-0.0156,0.0625,0.9847,t
0,0.0782,0.9691,t
0.0156,0.0625,0.9691,t
-0.1407,-0.0156,0.9534,s
-0.125,-0.0156,0.9691,s
-0.125,-0.0156,0.9691,s
-0.1407,-0.0313,0.9691,s
-0.1407,-0.0156,0.9691,s
-0.125,-0.0469,0.9691,s
-0.1407,-0.0156,0.9691,s
-0.1407,-0.0156,0.9691,s
-0.1407,-0.0156,0.9847,s
-0.125,-0.0469,0.9691,s
-0.1407,0.0156,0.9847,s
-0.1094,0,0.9691,s
-0.1407,-0.0313,0.9691,s
-0.1407,-0.0163,0.9841,s
-0.1407,-0.0156,0.9847,s
-0.1407,-0.0294,0.9847,s
-0.1275,-0.0181,0.9716,s
-0.125,-0.0031,0.9691,s
-0.1488,-0.0119,0.9691,s
-0.145,-0.0156,0.9691,s
-0.13,-0.0369,0.9797,s
-0.135,-0.0269,0.9647,s
-0.1407,-0.025,0.9722,s
-0.1319,-0.0225,0.9759,s
-0.1413,-0.0156,0.9772,s
-0.1413,-0.0231,0.9772,s
-0.1319,-0.0244,0.9691,s
-0.1344,-0.0031,0.9753,s
-0.1307,-0.0013,0.9791,s
-0.1407,-0.0213,0.9741,s
-0.1363,-0.0044,0.9803,s
-0.125,-0.0156,0.9728,s
-0.1282,-0.0125,0.9816,s
-0.1382,-0.005,0.9691,s
-0.125,-0.0294,0.9672,s
-0.125,-0.0169,0.9559,s
-0.125,-0.0313,0.9847,s
-0.1407,-0.0156,0.9691,s
-0.1407,-0.0156,0.9847,s
-0.1407,-0.0156,0.9691,s
-0.1094,-0.0313,0.9691,s
-0.1094,0,0.9691,s
-0.1407,-0.0313,0.9847,s
-0.1407,-0.0156,0.9691,s
-0.1407,0,0.9534,s
-0.1407,0,1.0003,s
-0.125,-0.0156,0.9691,s
-0.125,-0.0313,0.9847,s
-0.1407,-0.0156,0.9691,s
-0.125,-0.0313,0.9847,s
-0.1407,-0.0313,0.9847,s
-0.125,-0.0156,0.9691,s
-0.1407,-0.0156,0.9691,s
-0.125,-0.0156,0.9691,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0313,0.9847,s
-0.125,0,0.9847,s
-0.125,0,0.9691,s
-0.1407,-0.0156,0.9691,s
-0.1407,-0.0313,0.9847,s
-0.1407,-0.0156,0.9847,s
-0.125,0,0.9691,s
-0.125,-0.03,0.9691,s
-0.125,-0.0313,0.9834,s
-0.1113,-0.0038,0.9847,s
-0.1225,-0.0263,0.9584,s
-0.125,-0.0188,0.9909,s
-0.125,-0.0156,0.9766,s
-0.125,-0.0156,0.9803,s
-0.125,-0.005,0.9847,s
-0.125,-0.02,0.9747,s
-0.1157,-0.0219,0.9691,s
-0.1182,-0.0069,0.9691,s
-0.125,-0.0081,0.9772,s
-0.125,-0.0156,0.9772,s
-0.125,-0.0156,0.9759,s
-0.125,-0.0219,0.9847,s
-0.125,-0.0256,0.9847,s
-0.13,-0.0206,0.9747,s
-0.1319,-0.0269,0.9622,s
-0.1094,-0.0156,0.9809,s
-0.1125,-0.0125,0.9753,s
-0.125,0,0.9978,s
-0.1269,-0.0019,0.9847,s
-0.1394,-0.0156,0.9834,s
-0.125,-0.0156,0.9691,s
-0.1407,-0.0156,0.9691,s
-0.1407,0,0.9847,s
-0.1407,-0.0156,0.9691,s
-0.125,-0.0313,0.9691,s
-0.1407,-0.0156,0.9847,s
-0.1094,0,0.9847,s
-0.1094,0,0.9847,s
-0.125,-0.0156,0.9691,s
-0.125,0,0.9691,s
-0.1407,-0.0313,0.9534,s
-0.125,-0.0156,1.0003,s
-0.125,-0.0156,0.9691,s
-0.1407,-0.0156,0.9534,s
-0.125,-0.0313,0.9691,s
-0.1094,-0.0156,0.9691,s
-0.125,-0.0313,0.9691,s
-0.125,0,0.9691,s
-0.125,-0.0156,0.9691,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,0.9847,s
-0.1407,-0.0313,0.9847,s
-0.125,0,0.9847,s
-0.1094,-0.0156,0.9691,s
-0.1407,0,0.9691,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0313,0.9847,s
-0.1407,-0.0156,0.9534,s
-0.125,-0.0313,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0313,0.9691,s
-0.1407,-0.0156,0.9691,s
-0.1407,-0.0156,0.9691,s
-0.125,-0.0156,0.9534,s
-0.1407,-0.0313,0.9691,s
-0.1407,-0.0313,0.9847,s
-0.1407,-0.0156,0.9847,s
-0.125,-0.0156,0.9691,s
-0.1363,-0.0269,0.9691,s
-0.1194,-0.0206,0.9691,s
-0.1294,-0.0156,0.9791,s
-0.1407,-0.025,0.9847,s
-0.1232,-0.0313,0.9759,s
-0.1175,-0.0313,0.9691,s
-0.125,-0.0088,0.9691,s
-0.1319,0.0019,0.9691,s
-0.1407,-0.0156,0.9691,s
-0.135,-0.01,0.9691,s
-0.12,-0.005,0.9741,s
-0.1138,-0.02,0.9847,s
-0.125,-0.0275,0.9847,s
-0.1219,-0.0156,0.9847,s
-0.1119,-0.0131,0.9822,s
-0.125,-0.0019,0.9709,s
-0.125,-0.0169,0.9834,s
-0.125,-0.0313,0.9691,s
-0.125,-0.0313,0.9691,s
-0.1407,-0.0156,0.9691,s
-0.1407,-0.0156,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,1.0003,s
-0.1407,-0.0156,0.9847,s
-0.1407,-0.0156,0.9847,s
-0.1094,-0.0313,0.9847,s
-0.1407,-0.0469,0.9691,s
-0.125,-0.0313,0.9847,s
-0.1094,-0.0156,0.9691,s
-0.125,-0.0313,0.9691,s
-0.125,-0.0156,0.9691,s
-0.1407,-0.0156,0.9847,s
-0.125,-0.0156,0.9691,s
-0.1094,-0.0313,0.9691,s
-0.125,-0.0156,0.9691,s
-0.125,-0.0156,0.9847,s
-0.1407,-0.0313,0.9847,s
-0.125,-0.0156,1.0003,s
-0.1407,-0.0156,0.9691,s
-0.1407,-0.0469,0.9691,s
-0.1407,-0.0156,0.9847,s
-0.1407,0,0.9691,s
-0.1407,-0.0313,0.9691,s
-0.1094,-0.0313,0.9691,s
-0.1244,-0.0313,0.9841,s
-0.125,-0.0169,0.9847,s
-0.1388,-0.0156,0.9847,s
-0.1144,-0.0156,0.9847,s
-0.1094,-0.0031,0.9847,s
-0.1213,-0.0119,0.9847,s
-0.125,-0.0156,0.9734,s
-0.125,-0.0263,0.9691,s
-0.125,-0.0213,0.9791,s
-0.125,-0.0344,0.9847,s
-0.125,-0.0381,0.9847,s
-0.125,-0.0231,0.9847,s
-0.125,-0.0156,0.9847,s
-0.1319,-0.0156,0.9847,s
-0.1344,-0.0156,0.9784,s
-0.1307,-0.0213,0.9691,s
-0.1407,-0.0263,0.9791,s
-0.1363,-0.02,0.9959,s
-0.1288,-0.0313,0.9772,s
-0.1344,-0.0281,0.9597,s
-0.1144,-0.0181,0.9822,s
-0.1388,-0.0294,0.9709,s
-0.125,-0.0144,0.9847,s
-0.125,0,0.9847,s
-0.125,-0.0156,1.0003,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0313,0.9691,s
-0.125,0,0.9847,s
-0.125,0,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,0.9691,s
-0.1407,-0.0313,0.9691,s
-0.125,-0.0156,0.9847,s
-0.1407,-0.0156,0.9691,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,0.9691,s
-0.125,0,0.9847,s
-0.1407,-0.0313,0.9847,s
-0.125,-0.0156,0.9691,s
-0.1407,0,0.9534,s
-0.1407,-0.0313,0.9847,s
-0.125,-0.0313,0.9691,s
-0.125,-0.0156,0.9691,s
-0.1407,-0.0313,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0313,0.9847,s
-0.125,-0.0156,0.9847,s
-0.1094,-0.0156,0.9691,s
-0.1407,0,0.9691,s
-0.1257,-0.015,0.9541,s
-0.125,-0.0156,0.9678,s
-0.125,-0.0019,0.9691,s
-0.125,-0.0131,0.9691,s
-0.125,-0.0281,0.9816,s
-0.125,-0.0313,0.9728,s
-0.1363,-0.0313,0.9691,s
-0.13,-0.0313,0.9797,s
-0.135,-0.0313,0.9847,s
-0.1313,-0.0313,0.9753,s
-0.125,-0.0225,0.9778,s
-0.125,-0.0075,0.9847,s
-0.125,0,0.9772,s
-0.125,-0.0069,0.9691,s
-0.1313,-0.0219,0.9691,s
-0.135,-0.0256,0.9691,s
-0.125,-0.0206,0.9741,s
-0.125,-0.0313,0.9847,s
-0.1288,-0.0313,0.9847,s
-0.1375,-0.025,0.9816,s
-0.125,-0.0075,0.9666,s
-0.125,-0.045,0.9572,s
-0.1263,-0.0288,0.9847,s
-0.1407,0,0.9847,s
-0.1407,-0.0156,0.9847,s
-0.125,-0.0156,0.9691,s
-0.125,-0.0313,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,0.9691,s
-0.125,0,0.9847,s
-0.125,-0.0156,0.9534,s
-0.1407,-0.0156,0.9691,s
-0.1407,-0.0313,0.9534,s
-0.1563,-0.0313,0.9691,s
-0.1563,-0.0313,0.9691,s
-0.125,-0.0156,0.9847,s
-0.1094,-0.0156,0.9847,s
-0.1407,-0.0313,0.9691,s
-0.125,-0.0156,0.9534,s
-0.125,-0.0156,0.9847,s
-0.125,0,0.9847,s
-0.1407,-0.0156,0.9847,s
-0.125,-0.0156,0.9691,s
-0.125,-0.0156,0.9691,s
-0.1407,-0.0156,0.9691,s
-0.125,-0.0156,0.9847,s
-0.1407,-0.0313,0.9847,s
-0.125,-0.0156,0.9691,s
-0.125,-0.0156,0.9691,s
-0.125,-0.0156,0.9691,s
-0.1394,-0.0156,0.9691,s
-0.1269,-0.0156,0.9828,s
-0.1382,-0.0156,0.9716,s
-0.1407,-0.0156,0.9566,s
-0.1288,-0.0275,0.9534,s
-0.125,-0.0313,0.9534,s
-0.1357,-0.0206,0.9641,s
-0.1307,-0.0256,0.9791,s
-0.1344,-0.0219,0.9847,s
-0.1319,-0.0244,0.9847,s
-0.1332,-0.0231,0.9766,s
-0.1332,-0.0081,0.9766,s
-0.125,-0.0069,0.9709,s
-0.1313,-0.0156,0.9659,s
-0.1407,-0.0156,0.9847,s
-0.1407,-0.0206,0.9847,s
-0.1319,-0.0269,0.9803,s
-0.1094,-0.0194,0.9728,s
-0.1094,-0.0281,0.9816,s
-0.1094,-0.0156,0.9716,s
-0.1113,-0.0156,0.9847,s
-0.1263,-0.0156,0.9822,s
-0.1407,-0.0156,0.9534,s
-0.1407,-0.0313,0.9691,s
-0.125,-0.0156,0.9847,s
-0.125,0,0.9691,s
-0.1094,-0.0156,0.9847,s
-0.1407,-0.0156,1.0003,s
-0.125,-0.0156,0.9847,s
-0.1094,-0.0156,0.9691,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0313,0.9691,s
-0.1407,-0.0156,1.0003,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0313,1.0003,s
-0.125,-0.0156,0.9691,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0469,0.9847,s
-0.1407,-0.0156,0.9691,s
-0.1094,0,0.9847,s
-0.125,-0.0313,0.9691,s
-0.1407,-0.0313,0.9691,s
-0.125,-0.0156,0.9691,s
-0.1094,0,0.9847,s
-0.125,-0.0156,0.9691,s
-0.1094,-0.0156,0.9691,s
-0.125,0,0.9691,s
-0.1407,-0.0313,0.9847,s
-0.125,-0.0156,0.9847,s
-0.11,-0.0156,0.9697,s
-0.1382,-0.0013,0.9691,s
-0.1407,-0.0138,0.9828,s
-0.1407,-0.0156,0.9847,s
-0.1157,-0.0156,0.9847,s
-0.1213,-0.0156,0.9728,s
-0.1138,-0.0156,0.9803,s
-0.12,-0.0263,0.9741,s
-0.125,-0.0313,0.9691,s
-0.125,-0.0125,0.9597,s
-0.125,-0.0175,0.9709,s
-0.125,-0.0313,0.9847,s
-0.125,-0.0238,0.9847,s
-0.125,-0.0156,0.9709,s
-0.125,-0.0219,0.9722,s
-0.125,-0.0256,0.9947,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,0.9809,s
-0.1282,-0.0188,0.9691,s
-0.1382,-0.0288,0.9716,s
-0.125,-0.0175,0.9828,s
-0.1238,-0.03,0.9703,s
-0.1094,-0.0156,0.9847,s
-0.1407,-0.0156,0.9534,s
-0.1094,-0.0313,0.9691,s
-0.1094,-0.0156,0.9847,s
-0.1094,0,0.9691,s
-0.1407,-0.0469,0.9847,s
-0.1094,-0.0313,0.9691,s
-0.1407,-0.0313,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0313,0.9691,s
-0.125,-0.0156,0.9847,s
-0.1407,-0.0156,0.9691,s
-0.125,-0.0156,0.9847,s
-0.1094,-0.0156,0.9691,s
-0.125,-0.0156,0.9847,s
-0.1094,-0.0156,0.9691,s
-0.1094,-0.0156,0.9691,s
-0.125,-0.0156,0.9847,s
-0.1407,-0.0156,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0156,0.9847,s
-0.125,-0.0469,0.9691,s
-0.125,-0.0156,0.9691,s
-0.125,0,0.9534,s
-0.125,0,0.9847,s
-0.11,-0.015,0.9847,s
-0.1094,-0.03,0.9703,s
-0.1232,-0.0175,0.9691,s
-0.125,-0.0025,0.9691,s
-0.1375,-0.025,0.9816,s
-0.1288,-0.0194,0.9728,s
-0.1719,0.422,0.8597,t
-0.1719,0.422,0.8753,t
-0.1876,0.4533,0.8597,t
-0.1719,0.4376,0.8753,t
-0.1719,0.422,0.8753,t
-0.1719,0.422,0.8753,t
-0.1563,0.4376,0.8909,t
-0.1713,0.4226,0.8759,t
-0.1719,0.4364,0.8753,t
-0.1719,0.4101,0.8753,t
-0.1719,0.4195,0.8753,t
-0.1719,0.422,0.8878,t
-0.1601,0.422,0.879,t
-0.1676,0.422,0.8865,t
-0.1719,0.422,0.8803,t
-0.1619,0.422,0.8753,t
-0.1751,0.4126,0.8753,t
-0.1963,0.4151,0.8578,t
-0.1951,0.422,0.8603,t
-0.1801,0.4145,0.8828,t
-0.1719,0.4133,0.884,t
-0.1782,0.422,0.8753,t
-0.1876,0.422,0.8753,t
-0.1876,0.422,0.8753,t
-0.1876,0.4176,0.8753,t
-0.1876,0.4139,0.8715,t
-0.1876,0.4345,0.8628,t
-0.1851,0.422,0.8728,t
-0.1719,0.4239,0.8634,t
-0.1732,0.4364,0.8884,t
-0.1876,0.422,0.8597,t
-0.1719,0.4064,0.8909,t
-0.1719,0.422,0.8909,t
-0.1719,0.4064,0.8753,t
-0.1719,0.422,0.8597,t
-0.1876,0.422,0.8753,t
-0.1719,0.4064,0.9065,t
-0.1876,0.422,0.8753,t
-0.1876,0.422,0.8753,t
-0.1876,0.422,0.8753,t
-0.1719,0.422,0.8753,t
-0.1876,0.422,0.8753,t
-0.1876,0.4064,0.8753,t
-0.1719,0.4376,0.8753,t
-0.1719,0.422,0.8753,t
-0.1876,0.422,0.8753,t
-0.2032,0.422,0.8753,t
-0.1563,0.422,0.8753,t
-0.1876,0.422,0.8753,t
-0.1719,0.4064,0.8909,t
-0.1876,0.4064,0.8753,t
-0.1876,0.4064,0.8753,t
-0.1563,0.4064,0.8909,t
-0.1719,0.4064,0.8753,t
-0.1094,0.4376,0.9691,t
0,0.1563,1.141,t
0.422,0.7971,1.2191,t
-0.3732,2.4477,0.9941,t
-0.0325,-1.0928,0.9416,t
0.2201,0.1063,0.649,t
-0.0256,0.2338,0.9772,t
-0.1032,0.3314,0.9722,t
-0.0025,0.11,1.2029,t
-0.0475,0.3464,1.0228,t
0.0175,0.1819,0.7415,t
0.0125,0.237,0.7665,t
0.0031,0.5314,0.819,t
-0.0544,0.5952,0.8215,t
